Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Age,Customer_Days,MntTotal,MntRegularProds,AcceptedCmpOverall
71391,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,64,2616,902,761,0
49494,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,48,2589,303,221,0
81702,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,40,2803,1446,1259,0
45889,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,40,2521,38,30,0
56628,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,43,2259,590,419,1
34026,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,70,2487,59,42,0
40049,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,46,2736,262,234,0
34176,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,32,2207,69,49,0
19419,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,39,2755,63,56,0
82504,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,60,2496,1012,958,0
81205,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,1,50,2326,1879,1749,3
61618,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,29,2797,1140,935,0
55284,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,64,2711,701,638,0
49980,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,57,2408,181,167,0
15072,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,40,2574,35,17,0
49166,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,46,2540,258,148,0
65324,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,66,2328,539,534,0
82347,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,63,2759,1790,1727,2
30843,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,54,2193,26,17,1
46374,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,1,46,2263,429,412,2
60474,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,41,2613,1010,840,0
38576,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,47,2276,41,41,0
55357,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,35,2654,663,599,0
37758,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,54,2792,39,38,0
85710,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,31,2579,1029,996,1
23228,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,51,2313,40,40,0
44602,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,51,2293,258,224,0
7500,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,33,2695,10,5,0
38683,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,31,2792,275,209,0
49514,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,45,2353,276,183,0
57906,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,47,2542,386,371,0
43456,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,54,2619,386,379,0
19485,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,34,2437,10,10,0
53172,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,42,2578,361,236,0
30545,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,41,2779,57,45,0
70123,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,37,2433,1727,1727,2
62450,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,61,2333,957,919,1
21675,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,44,2177,41,37,0
42395,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,39,2245,157,132,0
61346,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,42,2425,847,705,0
80812,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0,67,2444,1644,1611,3
42835,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,49,2523,497,399,0
39922,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,37,2659,120,84,0
86424,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,64,2244,1158,1090,0
17117,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,42,2687,121,114,0
24762,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,1,48,2298,46,6,1
35797,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,45,2780,47,26,0
36627,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,45,2500,15,14,0
51111,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,39,2169,52,49,0
86857,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,1,48,2814,2074,2034,0
82072,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,50,2521,1889,1760,0
46231,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,67,2739,251,239,0
42243,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,61,2359,50,45,0
51195,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,58,2613,506,448,0
68092,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,42,2354,1233,1185,0
31814,73,35,3,20,4,1,20,2,2,0,3,9,1,0,0,0,0,0,47,2664,63,43,1
51390,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,55,2818,297,241,0
76630,93,255,31,446,40,56,175,1,3,10,11,1,0,0,0,0,0,0,37,2325,828,653,0
26868,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,29,2219,12,10,0
48948,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,1,77,2672,860,818,1
55260,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,48,2723,897,655,0
64090,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,1,64,2485,662,527,0
78331,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,62,2316,1577,1516,0
37087,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,46,2481,398,395,0
21846,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,34,2409,58,32,0
81320,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,62,2667,871,814,0
54137,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,50,2476,183,163,0
66825,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,53,2509,818,778,0
57100,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,47,2366,313,217,0
58917,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,51,2621,254,226,0
85072,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,43,2240,1182,941,0
86429,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,1,59,2379,1412,1375,1
45684,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,49,2368,21,14,0
47889,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,46,2335,63,59,0
45921,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,34,2270,187,175,0
78420,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,54,2524,1425,1397,0
75114,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,28,2393,1229,1205,0
52278,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,1,57,2679,1024,850,0
35641,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,1,48,2509,150,122,0
95529,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,1,26,2732,1966,1942,1
62820,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,66,2573,923,870,0
73113,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0,60,2344,973,945,0
84169,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,1,38,2485,1919,1919,2
42607,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,66,2383,303,256,0
74637,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,66,2566,1634,1618,1
46015,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,65,2236,40,34,2
72354,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,27,2597,1046,864,0
39858,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,1,51,2680,69,43,0
34469,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,72,2215,50,38,0
83033,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,34,2201,1728,1695,1
24401,98,73,28,217,10,24,115,3,6,1,6,8,0,0,0,0,0,0,41,2826,352,237,0
77583,93,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0,0,42,2298,1041,933,1
74116,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,38,2340,1886,1720,1
74293,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,27,2215,1046,965,0
68397,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,44,2383,1336,1256,0
79632,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,46,2241,1101,1089,0
46107,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,31,2298,92,59,0
64950,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,69,2845,903,840,1
25443,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,31,2713,25,18,0
75127,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,68,2197,606,379,0
32892,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,49,2194,44,42,0
71796,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,49,2407,928,896,0
67536,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,0,50,2562,1794,1759,1
55239,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,49,2509,673,567,0
60554,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,45,2483,796,781,0
64831,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,68,2543,976,832,0
56067,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,58,2503,605,485,0
82025,76,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,1,37,2556,1089,991,1
94384,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,1,67,2641,2130,1958,3
14906,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,34,2713,51,36,0
51563,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,33,2795,1214,1178,2
57937,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,38,2292,550,417,0
68274,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,41,2431,259,213,0
39771,92,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0,0,43,2364,36,22,0
67893,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,45,2795,948,901,0
27922,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,41,2209,30,19,0
52190,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,44,2211,59,41,1
44051,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,1,47,2675,153,135,0
42767,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,49,2573,93,55,0
46106,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,44,2208,40,26,0
16927,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,44,2663,49,45,0
59754,96,115,27,44,4,146,139,3,5,2,6,5,0,0,0,0,0,1,55,2734,336,197,0
53700,94,263,5,233,69,41,83,4,5,5,8,5,0,0,0,0,0,0,68,2840,611,528,0
59041,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,47,2212,90,84,0
54237,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,0,63,2587,304,247,0
70647,65,561,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0,0,53,2805,965,851,0
52597,69,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,0,58,2212,536,494,0
41021,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,1,51,2705,52,40,0
40233,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,45,2417,147,145,0
50183,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,0,40,2163,216,201,0
54753,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,61,2449,597,466,0
92955,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,1,47,2473,1694,1610,2
33471,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,47,2784,81,69,0
34596,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,1,46,2601,16,9,0
44010,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0,0,40,2783,614,566,0
84219,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,32,2306,1153,1108,0
40706,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,0,52,2687,76,71,0
15716,8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,0,32,2753,66,40,0
59052,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,61,2383,460,429,0
80573,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,49,2782,1549,1534,0
83715,2,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,0,58,2305,918,910,0
82576,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,0,0,0,61,2856,1892,1874,1
56962,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,55,2420,385,359,0
35704,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,68,2336,64,34,0
53103,70,729,17,133,11,0,195,5,10,6,7,7,1,0,0,0,0,0,66,2449,890,695,1
46779,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,60,2511,16,9,0
4861,20,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,55,2166,5,4,0
33462,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,41,2485,43,32,0
63693,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,42,2417,1096,1042,0
80763,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,1,70,2477,1184,953,2
65352,43,284,3,84,4,7,23,2,4,2,8,4,0,0,0,0,0,0,46,2471,382,359,0
82170,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,42,2375,1871,1834,0
75759,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,1,51,2406,2304,2122,3
79689,65,311,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0,0,44,2572,1194,1073,0
35340,1,27,0,12,0,1,5,2,2,0,3,5,0,0,0,0,0,0,64,2159,40,35,0
85683,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,1,66,2259,1738,1687,4
24884,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,48,2736,16,13,0
42021,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,0,39,2826,546,519,1
64449,70,218,63,282,137,35,70,4,5,3,12,4,0,0,0,0,0,0,31,2290,735,665,0
64587,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0,0,66,2166,88,68,0
34824,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,25,2254,19,15,0
75437,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,42,2391,1493,1493,1
26091,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,63,2283,69,49,0
52845,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,47,2479,872,808,1
46086,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,0,64,2397,293,243,0
78028,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0,1,64,2816,490,452,2
95169,1,1285,21,449,106,20,20,1,4,3,4,1,0,0,1,1,0,1,33,2422,1881,1861,2
56337,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,1,39,2618,542,360,2
22434,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,33,2660,43,28,0
36930,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,66,2567,258,219,0
36130,46,157,43,127,68,56,37,6,3,8,4,4,1,0,0,0,0,1,66,2671,451,414,1
65569,96,397,46,288,20,38,70,2,6,5,10,3,0,0,0,0,0,0,67,2760,789,719,0
83844,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,68,2572,1383,1192,1
19514,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,52,2313,41,13,1
36736,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,57,2574,13,9,0
77568,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,41,2832,2036,1878,3
49187,63,81,1,31,2,1,0,1,1,1,5,2,0,0,0,0,0,0,44,2328,116,116,0
30168,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,42,2638,252,225,0
34053,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,52,2816,91,79,0
38196,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,49,2231,41,38,0
59412,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,69,2230,395,384,0
70924,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,55,2242,1287,1211,1
54165,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,0,51,2556,225,214,0
32300,1,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,47,2701,33,27,0
20180,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,44,2653,119,101,0
34961,77,45,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,47,2169,78,77,0
28440,87,38,1,24,0,0,0,1,2,0,3,8,0,0,0,0,0,0,46,2516,63,63,0
64504,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,1,67,2641,1206,1098,0
33564,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,54,2164,64,57,0
17345,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,42,2762,46,34,0
56320,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,53,2606,619,536,0
28647,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,1,42,2471,68,42,1
15038,93,4,8,11,19,12,26,2,2,1,2,9,0,0,0,0,0,0,33,2675,54,28,0
32173,0,18,0,2,0,0,2,1,1,0,3,4,0,0,0,0,0,0,62,2491,20,18,0
68316,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,56,2761,1178,1145,0
74538,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,1,49,2524,1433,1405,1
91700,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,1,49,2687,1949,1930,0
68695,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,51,2163,1051,1011,0
31056,99,5,10,13,3,8,16,1,1,0,3,8,0,0,0,0,0,0,43,2682,39,23,0
79593,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,47,2207,1221,1076,1
28071,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,40,2828,269,225,0
37334,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,62,2282,47,32,0
46423,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,48,2443,84,76,0
37126,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,1,49,2250,65,58,1
47703,95,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,67,2555,532,409,0
61180,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,61,2226,486,268,1
38998,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,0,66,2762,49,44,0
8028,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,29,2808,176,174,0
76081,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,58,2196,833,633,1
34728,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,1,34,2493,30,24,0
33168,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,55,2783,119,116,0
33585,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,54,2436,93,64,0
77037,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,60,2418,1113,1103,0
35196,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,1,36,2752,310,123,0
44529,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,54,2518,665,639,1
70924,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,55,2242,1287,1211,1
28764,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,54,2183,11,10,1
69098,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,71,2657,2262,2084,0
25959,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,1,50,2659,30,4,0
27100,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,37,2609,27,17,0
70596,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,35,2791,942,916,0
42557,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,46,2828,255,240,0
53312,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,69,2483,253,228,0
72228,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,68,2738,1194,1138,0
67605,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,33,2614,884,830,0
62845,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,71,2795,1144,1110,1
65196,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,62,2498,955,755,1
42000,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,1,33,2694,618,583,0
35860,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,47,2200,29,9,1
65526,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,56,2238,497,488,0
16860,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,59,2814,24,10,0
83528,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,1,28,2218,1503,1356,2
64176,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,55,2854,1677,1528,0
22304,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,64,2853,16,14,0
67023,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,0,42,2276,889,872,0
32892,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,49,2194,44,42,0
70713,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,54,2732,1287,1097,0
59925,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,65,2735,710,654,0
39722,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,67,2284,39,31,0
46610,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,62,2505,342,217,0
88347,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,59,2520,1998,1880,1
87171,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,39,2583,1254,1210,2
26907,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,44,2472,20,18,0
50014,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,52,2317,354,312,0
41014,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,42,2592,17,14,0
66294,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,55,2263,850,733,0
36715,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,1,49,2748,341,325,0
79456,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,1,64,2835,1302,1203,0
40479,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,38,2475,15,15,0
75345,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,1,50,2671,1954,1821,1
54233,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,43,2669,839,697,0
24163,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,50,2419,15,13,0
84460,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,1,62,2700,442,361,4
43776,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,37,2216,20,17,0
71691,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,1,62,2263,1149,1106,0
85844,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,47,2190,1920,1882,1
39190,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,46,2223,121,109,0
71367,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,61,2469,702,627,0
38578,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,48,2531,70,67,0
57236,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,55,2268,117,113,0
61825,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,41,2485,397,370,0
79803,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,62,2186,835,802,0
80910,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,34,2765,715,674,0
27590,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,38,2591,11,10,0
56775,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,41,2702,902,867,0
83829,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,1,45,2423,1835,1808,3
54210,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,41,2564,322,277,0
38508,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,34,2490,389,335,0
53187,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,50,2405,257,247,0
30023,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,48,2256,40,19,0
76045,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,60,2385,1323,1323,1
50870,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,68,2169,61,59,0
15315,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,50,2489,47,30,0
